date,0
2024-01-02,100000.0
2024-01-03,99950.026125
2024-01-04,98974.92612500001
2024-01-05,100925.126125
2024-01-06,101900.226125
2024-01-07,99950.026125
2024-01-08,98487.376125
2024-01-09,101217.65612500001
2024-01-10,102875.326125
2024-01-11,103167.856125
2024-01-12,104825.526125
2024-01-13,105747.72695
2024-01-14,105747.72695
2024-01-15,105747.72695
2024-01-16,105747.72695
2024-01-17,105747.72695
2024-01-18,105747.72695
2024-01-19,105747.72695
2024-01-20,105747.72695
2024-01-21,105747.72695
2024-01-22,105747.72695
2024-01-23,105747.72695
2024-01-24,105747.72695
2024-01-25,105747.72695
2024-01-26,105747.72695
2024-01-27,105747.72695
2024-01-28,105747.72695
2024-01-29,105747.72695
2024-01-30,105747.72695
2024-01-31,105747.72695
2024-02-01,105747.72695
2024-02-02,105747.72695
2024-02-03,105747.72695
2024-02-04,105747.72695
2024-02-05,105747.72695
2024-02-06,105747.72695
2024-02-07,105747.72695
2024-02-08,105747.72695
2024-02-09,105747.72695
2024-02-10,105747.72695
2024-02-11,105747.72695
2024-02-12,105747.72695
2024-02-13,105747.72695
2024-02-14,105747.72695
2024-02-15,105747.72695
2024-02-16,105747.72695
2024-02-17,105747.72695
2024-02-18,105747.72695
2024-02-19,105747.72695
2024-02-20,105747.72695
2024-02-21,105747.72695
2024-02-22,105747.72695
2024-02-23,105747.72695
2024-02-24,105747.72695
2024-02-25,105747.72695
2024-02-26,105747.72695
2024-02-27,105747.72695
2024-02-28,105747.72695
2024-02-29,105747.72695
