date,0
2024-01-02,100000.0
2024-01-03,99997.504125
2024-01-04,99948.80412500001
2024-01-05,100043.833975
2024-01-06,100136.082
2024-01-07,99860.882
2024-01-08,99654.482
2024-01-09,100037.62372
2024-01-10,100339.552845
2024-01-11,100402.811995
2024-01-12,100832.43912
2024-01-13,101118.59769499999
2024-01-14,101436.93876999998
2024-01-15,101680.57290999999
2024-01-16,102171.64880999998
2024-01-17,102981.63006
2024-01-18,103970.89098999999
2024-01-19,103380.69098999999
2024-01-20,102790.49098999999
2024-01-21,102154.89098999999
2024-01-22,101564.69098999999
2024-01-23,102244.40858999998
2024-01-24,102958.53846499999
2024-01-25,103954.183465
2024-01-26,104730.68366499999
2024-01-27,105374.27759499999
2024-01-28,104430.94759499998
2024-01-29,104042.51759499998
2024-01-30,103321.14759499999
2024-01-31,103597.60859499998
2024-02-01,104283.18737499998
2024-02-02,105341.23057499998
2024-02-03,106245.63212499997
2024-02-04,106553.67212499998
2024-02-05,107499.70667499998
2024-02-06,108335.91601499997
2024-02-07,109449.91503999996
2024-02-08,108983.15503999998
2024-02-09,107782.91503999996
2024-02-10,107249.47503999996
2024-02-11,107448.85893999999
2024-02-12,108803.43526499998
2024-02-13,109834.39151499998
2024-02-14,110879.62858999998
2024-02-15,111585.19308999999
2024-02-16,112299.18551499998
2024-02-17,112804.38101499998
2024-02-18,113241.86022499998
2024-02-19,114125.82137499997
2024-02-20,115240.96062499998
2024-02-21,115615.518275
2024-02-22,115993.04447499997
2024-02-23,116982.50725499999
2024-02-24,118055.54675499997
2024-02-25,118672.58480499996
2024-02-26,119836.88010499999
2024-02-27,120562.64735499996
2024-02-28,120556.63395499995
2024-02-29,120550.61315499996
