date,0
2024-01-02,100000.0
2024-01-03,99950.026125
2024-01-04,98974.92612500001
2024-01-05,100925.126125
2024-01-06,101900.226125
2024-01-07,99950.026125
2024-01-08,98487.376125
2024-01-09,101217.65612500001
2024-01-10,102875.326125
2024-01-11,103167.856125
2024-01-12,104825.526125
2024-01-13,105800.626125
2024-01-14,106775.726125
2024-01-15,107458.296125
2024-01-16,108725.92612500001
2024-01-17,110620.7892
2024-01-18,110565.51207
2024-01-19,109324.40207
2024-01-20,108083.29207000001
2024-01-21,106746.71207
2024-01-22,105505.60207000001
2024-01-23,106937.65207
2024-01-24,108369.70207
2024-01-25,110279.10207000001
2024-01-26,111711.15207
2024-01-27,112856.79207000001
2024-01-28,111233.80207
2024-01-29,110565.51207
2024-01-30,109324.40207
2024-01-31,109801.75207
2024-02-01,110947.39207
2024-02-02,112665.85207000001
2024-02-03,114097.90207
2024-02-04,114575.25207
2024-02-05,116007.30207
2024-02-06,117248.41206999999
2024-02-07,118871.40207
2024-02-08,118203.11207
2024-02-09,116484.65207
2024-02-10,115720.89207
2024-02-11,116007.30207
2024-02-12,117916.70207
2024-02-13,119348.75207
2024-02-14,120780.80207
2024-02-15,121674.639945
2024-02-16,121613.833745
2024-02-17,122276.313745
2024-02-18,122844.153745
2024-02-19,123979.833745
2024-02-20,125399.433745
2024-02-21,125872.63374500001
2024-02-22,126345.833745
2024-02-23,127576.153745
2024-02-24,128901.113745
2024-02-25,129658.23374499999
2024-02-26,131077.833745
2024-02-27,132024.23374499998
2024-02-28,132970.633745
2024-02-29,134323.039345
