date,0
2024-01-02,100000.0
2024-01-03,99950.026125
2024-01-04,98974.92612500001
2024-01-05,100925.126125
2024-01-06,101900.226125
2024-01-07,99950.026125
2024-01-08,98487.376125
2024-01-09,101217.65612500001
2024-01-10,102875.326125
2024-01-11,103167.856125
2024-01-12,104825.526125
2024-01-13,105800.626125
2024-01-14,106775.726125
2024-01-15,107458.296125
2024-01-16,108725.92612500001
2024-01-17,110676.126125
2024-01-18,112918.856125
2024-01-19,111651.226125
2024-01-20,110383.59612500001
2024-01-21,109018.456125
2024-01-22,107750.826125
2024-01-23,109158.870525
2024-01-24,109158.870525
2024-01-25,109158.870525
2024-01-26,109158.870525
2024-01-27,109158.870525
2024-01-28,109158.870525
2024-01-29,109158.870525
2024-01-30,109158.870525
2024-01-31,109158.870525
2024-02-01,109158.870525
2024-02-02,109158.870525
2024-02-03,109158.870525
2024-02-04,109158.870525
2024-02-05,109158.870525
2024-02-06,109158.870525
2024-02-07,109158.870525
2024-02-08,109158.870525
2024-02-09,109158.870525
2024-02-10,109158.870525
2024-02-11,109158.870525
2024-02-12,109158.870525
2024-02-13,109158.870525
2024-02-14,109158.870525
2024-02-15,109158.870525
2024-02-16,109158.870525
2024-02-17,109158.870525
2024-02-18,109158.870525
2024-02-19,109158.870525
2024-02-20,109158.870525
2024-02-21,109158.870525
2024-02-22,109158.870525
2024-02-23,109158.870525
2024-02-24,109158.870525
2024-02-25,109158.870525
2024-02-26,109158.870525
2024-02-27,109158.870525
2024-02-28,109158.870525
2024-02-29,109158.870525
